000000 - [0]
000001 - [0]
000002 - [0]
000003 - [0]
000004 - [0]
000005 - [0]
000006 - [0]
000007 - [0]
000008 - [1, 0]
000009 - [1, 0]
000010 - [1, 0]
000011 - [1, 0]
000012 - [1, 0]
000013 - [1, 0]
000014 - [1, 0]
000015 - [1, 0]
000016 - [2, 0]
000017 - [2, 0]
000018 - [2, 0]
000019 - [2, 0]
000020 - [2, 0]
000021 - [2, 0]
000022 - [2, 0]
000023 - [2, 0]
000024 - [3, 0]
000025 - [3, 0]
000026 - [3, 0]
000027 - [3, 0]
000028 - [3, 0]
000029 - [3, 0]
000030 - [3, 0]
000031 - [3, 0]
000032 - [4, 0]
000033 - [4, 0]
000034 - [4, 0]
000035 - [4, 0]
000036 - [4, 0]
000037 - [4, 0]
000038 - [4, 0]
000039 - [4, 0]
000040 - [5, 0]
000041 - [5, 0]
000042 - [5, 0]
000043 - [5, 0]
000044 - [5, 0]
000045 - [5, 0]
000046 - [5, 0]
000047 - [5, 0]
000048 - [6, 0]
000049 - [6, 0]
000050 - [6, 0]
000051 - [6, 0]
000052 - [6, 0]
000053 - [6, 0]
000054 - [6, 0]
000055 - [6, 0]
000056 - [7, 0]
000057 - [7, 0]
000058 - [7, 0]
000059 - [7, 0]
000060 - [7, 0]
000061 - [7, 0]
000062 - [7, 0]
000063 - [7, 0]
032227 - [4, 7, 6, 7, 0]
032228 - [4, 7, 6, 7, 0]
032229 - [4, 7, 6, 7, 0]
032230 - [4, 7, 6, 7, 0]
032231 - [4, 7, 6, 7, 0]
032232 - [5, 7, 6, 7, 0]
032233 - [5, 7, 6, 7, 0]
032234 - [5, 7, 6, 7, 0]
032235 - [5, 7, 6, 7, 0]
032236 - [5, 7, 6, 7, 0]
032237 - [5, 7, 6, 7, 0]
032238 - [5, 7, 6, 7, 0]
032239 - [5, 7, 6, 7, 0]
032240 - [6, 7, 6, 7, 0]
032241 - [6, 7, 6, 7, 0]
032242 - [6, 7, 6, 7, 0]
032243 - [6, 7, 6, 7, 0]
032244 - [6, 7, 6, 7, 0]
032245 - [6, 7, 6, 7, 0]
032246 - [6, 7, 6, 7, 0]
032247 - [6, 7, 6, 7, 0]
032248 - [7, 7, 6, 7, 0]
032249 - [7, 7, 6, 7, 0]
032250 - [7, 7, 6, 7, 0]
032251 - [7, 7, 6, 7, 0]
032252 - [7, 7, 6, 7, 0]
032253 - [7, 7, 6, 7, 0]
032254 - [7, 7, 6, 7, 0]
032255 - [7, 7, 6, 7, 0]
032256 - [0, 0, 7, 7, 0]
032257 - [0, 0, 7, 7, 0]
032258 - [0, 0, 7, 7, 0]
032259 - [0, 0, 7, 7, 0]
032260 - [0, 0, 7, 7, 0]
032261 - [0, 0, 7, 7, 0]
032262 - [0, 0, 7, 7, 0]
032263 - [0, 0, 7, 7, 0]
032264 - [1, 0, 7, 7, 0]
032265 - [1, 0, 7, 7, 0]
032266 - [1, 0, 7, 7, 0]
032267 - [1, 0, 7, 7, 0]
032268 - [1, 0, 7, 7, 0]
032269 - [1, 0, 7, 7, 0]
032270 - [1, 0, 7, 7, 0]
032271 - [1, 0, 7, 7, 0]
032272 - [2, 0, 7, 7, 0]
032273 - [2, 0, 7, 7, 0]
032274 - [2, 0, 7, 7, 0]
032275 - [2, 0, 7, 7, 0]
032276 - [2, 0, 7, 7, 0]
032277 - [2, 0, 7, 7, 0]
032278 - [2, 0, 7, 7, 0]
032279 - [2, 0, 7, 7, 0]
032280 - [3, 0, 7, 7, 0]
032281 - [3, 0, 7, 7, 0]
032282 - [3, 0, 7, 7, 0]
032283 - [3, 0, 7, 7, 0]
032284 - [3, 0, 7, 7, 0]
032285 - [3, 0, 7, 7, 0]
032286 - [3, 0, 7, 7, 0]
032287 - [3, 0, 7, 7, 0]
032288 - [4, 0, 7, 7, 0]
032289 - [4, 0, 7, 7, 0]
032290 - [4, 0, 7, 7, 0]
032291 - [4, 0, 7, 7, 0]
032292 - [4, 0, 7, 7, 0]
032293 - [4, 0, 7, 7, 0]
032294 - [4, 0, 7, 7, 0]
032295 - [4, 0, 7, 7, 0]
032296 - [5, 0, 7, 7, 0]
032297 - [5, 0, 7, 7, 0]
032298 - [5, 0, 7, 7, 0]
032299 - [5, 0, 7, 7, 0]
032300 - [5, 0, 7, 7, 0]
032301 - [5, 0, 7, 7, 0]
032302 - [5, 0, 7, 7, 0]
032303 - [5, 0, 7, 7, 0]
032304 - [6, 0, 7, 7, 0]
032305 - [6, 0, 7, 7, 0]
032306 - [6, 0, 7, 7, 0]
032307 - [6, 0, 7, 7, 0]
032308 - [6, 0, 7, 7, 0]
032309 - [6, 0, 7, 7, 0]
032310 - [6, 0, 7, 7, 0]
032311 - [6, 0, 7, 7, 0]
032312 - [7, 0, 7, 7, 0]
032313 - [7, 0, 7, 7, 0]
032314 - [7, 0, 7, 7, 0]
032315 - [7, 0, 7, 7, 0]
032316 - [7, 0, 7, 7, 0]
032317 - [7, 0, 7, 7, 0]
032318 - [7, 0, 7, 7, 0]
032319 - [7, 0, 7, 7, 0]
032320 - [0, 1, 7, 7, 0]
032321 - [0, 1, 7, 7, 0]
032322 - [0, 1, 7, 7, 0]
032323 - [0, 1, 7, 7, 0]
032324 - [0, 1, 7, 7, 0]
032325 - [0, 1, 7, 7, 0]
032326 - [0, 1, 7, 7, 0]
032327 - [0, 1, 7, 7, 0]
032328 - [1, 1, 7, 7, 0]
032329 - [1, 1, 7, 7, 0]
032330 - [1, 1, 7, 7, 0]
032331 - [1, 1, 7, 7, 0]
032332 - [1, 1, 7, 7, 0]
032333 - [1, 1, 7, 7, 0]
032334 - [1, 1, 7, 7, 0]
032335 - [1, 1, 7, 7, 0]
032336 - [2, 1, 7, 7, 0]
032337 - [2, 1, 7, 7, 0]
032338 - [2, 1, 7, 7, 0]
032339 - [2, 1, 7, 7, 0]
032340 - [2, 1, 7, 7, 0]
032341 - [2, 1, 7, 7, 0]
032342 - [2, 1, 7, 7, 0]
032343 - [2, 1, 7, 7, 0]
032344 - [3, 1, 7, 7, 0]
032345 - [3, 1, 7, 7, 0]
032346 - [3, 1, 7, 7, 0]
032347 - [3, 1, 7, 7, 0]
032348 - [3, 1, 7, 7, 0]
032349 - [3, 1, 7, 7, 0]
032350 - [3, 1, 7, 7, 0]
032351 - [3, 1, 7, 7, 0]
032352 - [4, 1, 7, 7, 0]
032353 - [4, 1, 7, 7, 0]
032354 - [4, 1, 7, 7, 0]
032355 - [4, 1, 7, 7, 0]
032356 - [4, 1, 7, 7, 0]
032357 - [4, 1, 7, 7, 0]
032358 - [4, 1, 7, 7, 0]
032359 - [4, 1, 7, 7, 0]
032360 - [5, 1, 7, 7, 0]
032361 - [5, 1, 7, 7, 0]
032362 - [5, 1, 7, 7, 0]
032363 - [5, 1, 7, 7, 0]
032364 - [5, 1, 7, 7, 0]
032365 - [5, 1, 7, 7, 0]
032366 - [5, 1, 7, 7, 0]
032367 - [5, 1, 7, 7, 0]
032368 - [6, 1, 7, 7, 0]
032369 - [6, 1, 7, 7, 0]
032370 - [6, 1, 7, 7, 0]
032371 - [6, 1, 7, 7, 0]
032372 - [6, 1, 7, 7, 0]
032373 - [6, 1, 7, 7, 0]
032374 - [6, 1, 7, 7, 0]
032375 - [6, 1, 7, 7, 0]
032376 - [7, 1, 7, 7, 0]
032377 - [7, 1, 7, 7, 0]
032378 - [7, 1, 7, 7, 0]
032379 - [7, 1, 7, 7, 0]
032380 - [7, 1, 7, 7, 0]
032381 - [7, 1, 7, 7, 0]
032382 - [7, 1, 7, 7, 0]
032383 - [7, 1, 7, 7, 0]
032384 - [0, 2, 7, 7, 0]
032385 - [0, 2, 7, 7, 0]
032386 - [0, 2, 7, 7, 0]
032387 - [0, 2, 7, 7, 0]
032388 - [0, 2, 7, 7, 0]
032389 - [0, 2, 7, 7, 0]
032390 - [0, 2, 7, 7, 0]
032391 - [0, 2, 7, 7, 0]
032392 - [1, 2, 7, 7, 0]
032393 - [1, 2, 7, 7, 0]
032394 - [1, 2, 7, 7, 0]
032395 - [1, 2, 7, 7, 0]
032396 - [1, 2, 7, 7, 0]
032397 - [1, 2, 7, 7, 0]
032398 - [1, 2, 7, 7, 0]
032399 - [1, 2, 7, 7, 0]
032400 - [2, 2, 7, 7, 0]
032401 - [2, 2, 7, 7, 0]
032402 - [2, 2, 7, 7, 0]
032403 - [2, 2, 7, 7, 0]
032404 - [2, 2, 7, 7, 0]
032405 - [2, 2, 7, 7, 0]
032406 - [2, 2, 7, 7, 0]
032407 - [2, 2, 7, 7, 0]
032408 - [3, 2, 7, 7, 0]
032409 - [3, 2, 7, 7, 0]
032410 - [3, 2, 7, 7, 0]
032411 - [3, 2, 7, 7, 0]
032412 - [3, 2, 7, 7, 0]
032413 - [3, 2, 7, 7, 0]
032414 - [3, 2, 7, 7, 0]
032415 - [3, 2, 7, 7, 0]
032416 - [4, 2, 7, 7, 0]
032417 - [4, 2, 7, 7, 0]
032418 - [4, 2, 7, 7, 0]
032419 - [4, 2, 7, 7, 0]
032420 - [4, 2, 7, 7, 0]
032421 - [4, 2, 7, 7, 0]
032422 - [4, 2, 7, 7, 0]
032423 - [4, 2, 7, 7, 0]
032424 - [5, 2, 7, 7, 0]
032425 - [5, 2, 7, 7, 0]
032426 - [5, 2, 7, 7, 0]
032427 - [5, 2, 7, 7, 0]
032428 - [5, 2, 7, 7, 0]
032429 - [5, 2, 7, 7, 0]
032430 - [5, 2, 7, 7, 0]
032431 - [5, 2, 7, 7, 0]
032432 - [6, 2, 7, 7, 0]
032433 - [6, 2, 7, 7, 0]
032434 - [6, 2, 7, 7, 0]
032435 - [6, 2, 7, 7, 0]
032436 - [6, 2, 7, 7, 0]
032437 - [6, 2, 7, 7, 0]
032438 - [6, 2, 7, 7, 0]
032439 - [6, 2, 7, 7, 0]
032440 - [7, 2, 7, 7, 0]
032441 - [7, 2, 7, 7, 0]
032442 - [7, 2, 7, 7, 0]
032443 - [7, 2, 7, 7, 0]
032444 - [7, 2, 7, 7, 0]
032445 - [7, 2, 7, 7, 0]
032446 - [7, 2, 7, 7, 0]
032447 - [7, 2, 7, 7, 0]
032448 - [0, 3, 7, 7, 0]
032449 - [0, 3, 7, 7, 0]
032450 - [0, 3, 7, 7, 0]
032451 - [0, 3, 7, 7, 0]
032452 - [0, 3, 7, 7, 0]
032453 - [0, 3, 7, 7, 0]
032454 - [0, 3, 7, 7, 0]
032455 - [0, 3, 7, 7, 0]
032456 - [1, 3, 7, 7, 0]
032457 - [1, 3, 7, 7, 0]
032458 - [1, 3, 7, 7, 0]
032459 - [1, 3, 7, 7, 0]
032460 - [1, 3, 7, 7, 0]
032461 - [1, 3, 7, 7, 0]
032462 - [1, 3, 7, 7, 0]
032463 - [1, 3, 7, 7, 0]
032464 - [2, 3, 7, 7, 0]
032465 - [2, 3, 7, 7, 0]
032466 - [2, 3, 7, 7, 0]
032467 - [2, 3, 7, 7, 0]
032468 - [2, 3, 7, 7, 0]
032469 - [2, 3, 7, 7, 0]
032470 - [2, 3, 7, 7, 0]
032471 - [2, 3, 7, 7, 0]
032472 - [3, 3, 7, 7, 0]
032473 - [3, 3, 7, 7, 0]
032474 - [3, 3, 7, 7, 0]
032475 - [3, 3, 7, 7, 0]
032476 - [3, 3, 7, 7, 0]
032477 - [3, 3, 7, 7, 0]
032478 - [3, 3, 7, 7, 0]
032479 - [3, 3, 7, 7, 0]
032480 - [4, 3, 7, 7, 0]
032481 - [4, 3, 7, 7, 0]
032482 - [4, 3, 7, 7, 0]
032483 - [4, 3, 7, 7, 0]
032484 - [4, 3, 7, 7, 0]
032485 - [4, 3, 7, 7, 0]
032486 - [4, 3, 7, 7, 0]
032487 - [4, 3, 7, 7, 0]
032488 - [5, 3, 7, 7, 0]
032489 - [5, 3, 7, 7, 0]
032490 - [5, 3, 7, 7, 0]
032491 - [5, 3, 7, 7, 0]
032492 - [5, 3, 7, 7, 0]
032493 - [5, 3, 7, 7, 0]
032494 - [5, 3, 7, 7, 0]
032495 - [5, 3, 7, 7, 0]
032496 - [6, 3, 7, 7, 0]
032497 - [6, 3, 7, 7, 0]
032498 - [6, 3, 7, 7, 0]
032499 - [6, 3, 7, 7, 0]
032500 - [6, 3, 7, 7, 0]
032501 - [6, 3, 7, 7, 0]
032502 - [6, 3, 7, 7, 0]
032503 - [6, 3, 7, 7, 0]
032504 - [7, 3, 7, 7, 0]
032505 - [7, 3, 7, 7, 0]
032506 - [7, 3, 7, 7, 0]
032507 - [7, 3, 7, 7, 0]
032508 - [7, 3, 7, 7, 0]
032509 - [7, 3, 7, 7, 0]
032510 - [7, 3, 7, 7, 0]
032511 - [7, 3, 7, 7, 0]
032512 - [0, 4, 7, 7, 0]
032513 - [0, 4, 7, 7, 0]
032514 - [0, 4, 7, 7, 0]
032515 - [0, 4, 7, 7, 0]
032516 - [0, 4, 7, 7, 0]
032517 - [0, 4, 7, 7, 0]
032518 - [0, 4, 7, 7, 0]
032519 - [0, 4, 7, 7, 0]
032520 - [1, 4, 7, 7, 0]
032521 - [1, 4, 7, 7, 0]
032522 - [1, 4, 7, 7, 0]
032523 - [1, 4, 7, 7, 0]
032524 - [1, 4, 7, 7, 0]
032525 - [1, 4, 7, 7, 0]
032526 - [1, 4, 7, 7, 0]
032527 - [1, 4, 7, 7, 0]
032528 - [2, 4, 7, 7, 0]
032529 - [2, 4, 7, 7, 0]
032530 - [2, 4, 7, 7, 0]
032531 - [2, 4, 7, 7, 0]
032532 - [2, 4, 7, 7, 0]
032533 - [2, 4, 7, 7, 0]
032534 - [2, 4, 7, 7, 0]
032535 - [2, 4, 7, 7, 0]
032536 - [3, 4, 7, 7, 0]
032537 - [3, 4, 7, 7, 0]
032538 - [3, 4, 7, 7, 0]
032539 - [3, 4, 7, 7, 0]
032540 - [3, 4, 7, 7, 0]
032541 - [3, 4, 7, 7, 0]
032542 - [3, 4, 7, 7, 0]
032543 - [3, 4, 7, 7, 0]
032544 - [4, 4, 7, 7, 0]
032545 - [4, 4, 7, 7, 0]
032546 - [4, 4, 7, 7, 0]
032547 - [4, 4, 7, 7, 0]
032548 - [4, 4, 7, 7, 0]
032549 - [4, 4, 7, 7, 0]
032550 - [4, 4, 7, 7, 0]
032551 - [4, 4, 7, 7, 0]
032552 - [5, 4, 7, 7, 0]
032553 - [5, 4, 7, 7, 0]
032554 - [5, 4, 7, 7, 0]
032555 - [5, 4, 7, 7, 0]
032556 - [5, 4, 7, 7, 0]
032557 - [5, 4, 7, 7, 0]
032558 - [5, 4, 7, 7, 0]
032559 - [5, 4, 7, 7, 0]
032560 - [6, 4, 7, 7, 0]
032561 - [6, 4, 7, 7, 0]
032562 - [6, 4, 7, 7, 0]
032563 - [6, 4, 7, 7, 0]
032564 - [6, 4, 7, 7, 0]
032565 - [6, 4, 7, 7, 0]
032566 - [6, 4, 7, 7, 0]
032567 - [6, 4, 7, 7, 0]
032568 - [7, 4, 7, 7, 0]
032569 - [7, 4, 7, 7, 0]
032570 - [7, 4, 7, 7, 0]
032571 - [7, 4, 7, 7, 0]
032572 - [7, 4, 7, 7, 0]
032573 - [7, 4, 7, 7, 0]
032574 - [7, 4, 7, 7, 0]
032575 - [7, 4, 7, 7, 0]
032576 - [0, 5, 7, 7, 0]
032577 - [0, 5, 7, 7, 0]
032578 - [0, 5, 7, 7, 0]
032579 - [0, 5, 7, 7, 0]
032580 - [0, 5, 7, 7, 0]
032581 - [0, 5, 7, 7, 0]
032582 - [0, 5, 7, 7, 0]
032583 - [0, 5, 7, 7, 0]
032584 - [1, 5, 7, 7, 0]
032585 - [1, 5, 7, 7, 0]
032586 - [1, 5, 7, 7, 0]
032587 - [1, 5, 7, 7, 0]
032588 - [1, 5, 7, 7, 0]
032589 - [1, 5, 7, 7, 0]
032590 - [1, 5, 7, 7, 0]
032591 - [1, 5, 7, 7, 0]
032592 - [2, 5, 7, 7, 0]
032593 - [2, 5, 7, 7, 0]
032594 - [2, 5, 7, 7, 0]
032595 - [2, 5, 7, 7, 0]
032596 - [2, 5, 7, 7, 0]
032597 - [2, 5, 7, 7, 0]
032598 - [2, 5, 7, 7, 0]
032599 - [2, 5, 7, 7, 0]
032600 - [3, 5, 7, 7, 0]
032601 - [3, 5, 7, 7, 0]
032602 - [3, 5, 7, 7, 0]
032603 - [3, 5, 7, 7, 0]
032604 - [3, 5, 7, 7, 0]
032605 - [3, 5, 7, 7, 0]
032606 - [3, 5, 7, 7, 0]
032607 - [3, 5, 7, 7, 0]
032608 - [4, 5, 7, 7, 0]
032609 - [4, 5, 7, 7, 0]
032610 - [4, 5, 7, 7, 0]
032611 - [4, 5, 7, 7, 0]
032612 - [4, 5, 7, 7, 0]
032613 - [4, 5, 7, 7, 0]
032614 - [4, 5, 7, 7, 0]
032615 - [4, 5, 7, 7, 0]
032616 - [5, 5, 7, 7, 0]
032617 - [5, 5, 7, 7, 0]
032618 - [5, 5, 7, 7, 0]
032619 - [5, 5, 7, 7, 0]
032620 - [5, 5, 7, 7, 0]
032621 - [5, 5, 7, 7, 0]
032622 - [5, 5, 7, 7, 0]
032623 - [5, 5, 7, 7, 0]
032624 - [6, 5, 7, 7, 0]
032625 - [6, 5, 7, 7, 0]
032626 - [6, 5, 7, 7, 0]
032627 - [6, 5, 7, 7, 0]
032628 - [6, 5, 7, 7, 0]
032629 - [6, 5, 7, 7, 0]
032630 - [6, 5, 7, 7, 0]
032631 - [6, 5, 7, 7, 0]
032632 - [7, 5, 7, 7, 0]
032633 - [7, 5, 7, 7, 0]
032634 - [7, 5, 7, 7, 0]
032635 - [7, 5, 7, 7, 0]
032636 - [7, 5, 7, 7, 0]
032637 - [7, 5, 7, 7, 0]
032638 - [7, 5, 7, 7, 0]
032639 - [7, 5, 7, 7, 0]
032640 - [0, 6, 7, 7, 0]
032641 - [0, 6, 7, 7, 0]
032642 - [0, 6, 7, 7, 0]
032643 - [0, 6, 7, 7, 0]
032644 - [0, 6, 7, 7, 0]
032645 - [0, 6, 7, 7, 0]
032646 - [0, 6, 7, 7, 0]
032647 - [0, 6, 7, 7, 0]
032648 - [1, 6, 7, 7, 0]
032649 - [1, 6, 7, 7, 0]
032650 - [1, 6, 7, 7, 0]
032651 - [1, 6, 7, 7, 0]
032652 - [1, 6, 7, 7, 0]
032653 - [1, 6, 7, 7, 0]
032654 - [1, 6, 7, 7, 0]
032655 - [1, 6, 7, 7, 0]
032656 - [2, 6, 7, 7, 0]
032657 - [2, 6, 7, 7, 0]
032658 - [2, 6, 7, 7, 0]
032659 - [2, 6, 7, 7, 0]
032660 - [2, 6, 7, 7, 0]
032661 - [2, 6, 7, 7, 0]
032662 - [2, 6, 7, 7, 0]
032663 - [2, 6, 7, 7, 0]
032664 - [3, 6, 7, 7, 0]
032665 - [3, 6, 7, 7, 0]
032666 - [3, 6, 7, 7, 0]
032667 - [3, 6, 7, 7, 0]
032668 - [3, 6, 7, 7, 0]
032669 - [3, 6, 7, 7, 0]
032670 - [3, 6, 7, 7, 0]
032671 - [3, 6, 7, 7, 0]
032672 - [4, 6, 7, 7, 0]
032673 - [4, 6, 7, 7, 0]
032674 - [4, 6, 7, 7, 0]
032675 - [4, 6, 7, 7, 0]
032676 - [4, 6, 7, 7, 0]
032677 - [4, 6, 7, 7, 0]
032678 - [4, 6, 7, 7, 0]
032679 - [4, 6, 7, 7, 0]
032680 - [5, 6, 7, 7, 0]
032681 - [5, 6, 7, 7, 0]
032682 - [5, 6, 7, 7, 0]
032683 - [5, 6, 7, 7, 0]
032684 - [5, 6, 7, 7, 0]
032685 - [5, 6, 7, 7, 0]
032686 - [5, 6, 7, 7, 0]
032687 - [5, 6, 7, 7, 0]
032688 - [6, 6, 7, 7, 0]
032689 - [6, 6, 7, 7, 0]
032690 - [6, 6, 7, 7, 0]
032691 - [6, 6, 7, 7, 0]
032692 - [6, 6, 7, 7, 0]
032693 - [6, 6, 7, 7, 0]
032694 - [6, 6, 7, 7, 0]
032695 - [6, 6, 7, 7, 0]
032696 - [7, 6, 7, 7, 0]
032697 - [7, 6, 7, 7, 0]
032698 - [7, 6, 7, 7, 0]
032699 - [7, 6, 7, 7, 0]
032700 - [7, 6, 7, 7, 0]
032701 - [7, 6, 7, 7, 0]
032702 - [7, 6, 7, 7, 0]
032703 - [7, 6, 7, 7, 0]
032704 - [0, 7, 7, 7, 0]
032705 - [0, 7, 7, 7, 0]
032706 - [0, 7, 7, 7, 0]
032707 - [0, 7, 7, 7, 0]
032708 - [0, 7, 7, 7, 0]
032709 - [0, 7, 7, 7, 0]
032710 - [0, 7, 7, 7, 0]
032711 - [0, 7, 7, 7, 0]
032712 - [1, 7, 7, 7, 0]
032713 - [1, 7, 7, 7, 0]
032714 - [1, 7, 7, 7, 0]
032715 - [1, 7, 7, 7, 0]
032716 - [1, 7, 7, 7, 0]
032717 - [1, 7, 7, 7, 0]
032718 - [1, 7, 7, 7, 0]
032719 - [1, 7, 7, 7, 0]
032720 - [2, 7, 7, 7, 0]
032721 - [2, 7, 7, 7, 0]
032722 - [2, 7, 7, 7, 0]
032723 - [2, 7, 7, 7, 0]
032724 - [2, 7, 7, 7, 0]
032725 - [2, 7, 7, 7, 0]
032726 - [2, 7, 7, 7, 0]
032727 - [2, 7, 7, 7, 0]
032728 - [3, 7, 7, 7, 0]
032729 - [3, 7, 7, 7, 0]
032730 - [3, 7, 7, 7, 0]
032731 - [3, 7, 7, 7, 0]
032732 - [3, 7, 7, 7, 0]
032733 - [3, 7, 7, 7, 0]
032734 - [3, 7, 7, 7, 0]
032735 - [3, 7, 7, 7, 0]
032736 - [4, 7, 7, 7, 0]
032737 - [4, 7, 7, 7, 0]
032738 - [4, 7, 7, 7, 0]
032739 - [4, 7, 7, 7, 0]
032740 - [4, 7, 7, 7, 0]
032741 - [4, 7, 7, 7, 0]
032742 - [4, 7, 7, 7, 0]
032743 - [4, 7, 7, 7, 0]
032744 - [5, 7, 7, 7, 0]
032745 - [5, 7, 7, 7, 0]
032746 - [5, 7, 7, 7, 0]
032747 - [5, 7, 7, 7, 0]
032748 - [5, 7, 7, 7, 0]
032749 - [5, 7, 7, 7, 0]
032750 - [5, 7, 7, 7, 0]
032751 - [5, 7, 7, 7, 0]
032752 - [6, 7, 7, 7, 0]
032753 - [6, 7, 7, 7, 0]
032754 - [6, 7, 7, 7, 0]
032755 - [6, 7, 7, 7, 0]
032756 - [6, 7, 7, 7, 0]
032757 - [6, 7, 7, 7, 0]
032758 - [6, 7, 7, 7, 0]
032759 - [6, 7, 7, 7, 0]
032760 - [7, 7, 7, 7, 0]
032761 - [7, 7, 7, 7, 0]
032762 - [7, 7, 7, 7, 0]
032763 - [7, 7, 7, 7, 0]
032764 - [7, 7, 7, 7, 0]
032765 - [7, 7, 7, 7, 0]
032766 - [7, 7, 7, 7, 0]
032767 - [7, 7, 7, 7, 0]
032768 - [0, 0, 0, 0, 1, 0]
032769 - [0, 0, 0, 0, 1, 0]
032770 - [0, 0, 0, 0, 1, 0]
032771 - [0, 0, 0, 0, 1, 0]
032772 - [0, 0, 0, 0, 1, 0]
032773 - [0, 0, 0, 0, 1, 0]
032774 - [0, 0, 0, 0, 1, 0]
032775 - [0, 0, 0, 0, 1, 0]
032776 - [1, 0, 0, 0, 1, 0]
032777 - [1, 0, 0, 0, 1, 0]
032778 - [1, 0, 0, 0, 1, 0]
032779 - [1, 0, 0, 0, 1, 0]
032780 - [1, 0, 0, 0, 1, 0]
032781 - [1, 0, 0, 0, 1, 0]
032782 - [1, 0, 0, 0, 1, 0]
032783 - [1, 0, 0, 0, 1, 0]
032784 - [2, 0, 0, 0, 1, 0]
032785 - [2, 0, 0, 0, 1, 0]
032786 - [2, 0, 0, 0, 1, 0]
032787 - [2, 0, 0, 0, 1, 0]
032788 - [2, 0, 0, 0, 1, 0]
032789 - [2, 0, 0, 0, 1, 0]
032790 - [2, 0, 0, 0, 1, 0]
032791 - [2, 0, 0, 0, 1, 0]
032792 - [3, 0, 0, 0, 1, 0]
032793 - [3, 0, 0, 0, 1, 0]
032794 - [3, 0, 0, 0, 1, 0]
032795 - [3, 0, 0, 0, 1, 0]
032796 - [3, 0, 0, 0, 1, 0]
032797 - [3, 0, 0, 0, 1, 0]
032798 - [3, 0, 0, 0, 1, 0]
032799 - [3, 0, 0, 0, 1, 0]
032800 - [4, 0, 0, 0, 1, 0]
032801 - [4, 0, 0, 0, 1, 0]
032802 - [4, 0, 0, 0, 1, 0]
032803 - [4, 0, 0, 0, 1, 0]
032804 - [4, 0, 0, 0, 1, 0]
032805 - [4, 0, 0, 0, 1, 0]
032806 - [4, 0, 0, 0, 1, 0]
032807 - [4, 0, 0, 0, 1, 0]
032808 - [5, 0, 0, 0, 1, 0]
032809 - [5, 0, 0, 0, 1, 0]
032810 - [5, 0, 0, 0, 1, 0]
032811 - [5, 0, 0, 0, 1, 0]
032812 - [5, 0, 0, 0, 1, 0]
032813 - [5, 0, 0, 0, 1, 0]
032814 - [5, 0, 0, 0, 1, 0]
032815 - [5, 0, 0, 0, 1, 0]
032816 - [6, 0, 0, 0, 1, 0]
032817 - [6, 0, 0, 0, 1, 0]
032818 - [6, 0, 0, 0, 1, 0]
032819 - [6, 0, 0, 0, 1, 0]
032820 - [6, 0, 0, 0, 1, 0]
032821 - [6, 0, 0, 0, 1, 0]
032822 - [6, 0, 0, 0, 1, 0]
032823 - [6, 0, 0, 0, 1, 0]
032824 - [7, 0, 0, 0, 1, 0]
032825 - [7, 0, 0, 0, 1, 0]
032826 - [7, 0, 0, 0, 1, 0]
032827 - [7, 0, 0, 0, 1, 0]
032828 - [7, 0, 0, 0, 1, 0]
032829 - [7, 0, 0, 0, 1, 0]
032830 - [7, 0, 0, 0, 1, 0]
032831 - [7, 0, 0, 0, 1, 0]
032832 - [0, 1, 0, 0, 1, 0]
032833 - [0, 1, 0, 0, 1, 0]
032834 - [0, 1, 0, 0, 1, 0]
032835 - [0, 1, 0, 0, 1, 0]
032836 - [0, 1, 0, 0, 1, 0]
032837 - [0, 1, 0, 0, 1, 0]
032838 - [0, 1, 0, 0, 1, 0]
032839 - [0, 1, 0, 0, 1, 0]
032840 - [1, 1, 0, 0, 1, 0]
032841 - [1, 1, 0, 0, 1, 0]
032842 - [1, 1, 0, 0, 1, 0]
032843 - [1, 1, 0, 0, 1, 0]
032844 - [1, 1, 0, 0, 1, 0]
032845 - [1, 1, 0, 0, 1, 0]
032846 - [1, 1, 0, 0, 1, 0]
032847 - [1, 1, 0, 0, 1, 0]
032848 - [2, 1, 0, 0, 1, 0]
032849 - [2, 1, 0, 0, 1, 0]
032850 - [2, 1, 0, 0, 1, 0]
032851 - [2, 1, 0, 0, 1, 0]
032852 - [2, 1, 0, 0, 1, 0]
032853 - [2, 1, 0, 0, 1, 0]
032854 - [2, 1, 0, 0, 1, 0]
032855 - [2, 1, 0, 0, 1, 0]
032856 - [3, 1, 0, 0, 1, 0]
032857 - [3, 1, 0, 0, 1, 0]
032858 - [3, 1, 0, 0, 1, 0]
032859 - [3, 1, 0, 0, 1, 0]
032860 - [3, 1, 0, 0, 1, 0]
032861 - [3, 1, 0, 0, 1, 0]
032862 - [3, 1, 0, 0, 1, 0]
032863 - [3, 1, 0, 0, 1, 0]
032864 - [4, 1, 0, 0, 1, 0]
032865 - [4, 1, 0, 0, 1, 0]
032866 - [4, 1, 0, 0, 1, 0]
032867 - [4, 1, 0, 0, 1, 0]
032868 - [4, 1, 0, 0, 1, 0]
032869 - [4, 1, 0, 0, 1, 0]
032870 - [4, 1, 0, 0, 1, 0]
032871 - [4, 1, 0, 0, 1, 0]
032872 - [5, 1, 0, 0, 1, 0]
032873 - [5, 1, 0, 0, 1, 0]
032874 - [5, 1, 0, 0, 1, 0]
032875 - [5, 1, 0, 0, 1, 0]
